work_id,recommended_date,recommended_amount,state,ida,mp_name,mp_key,constituency,work_category,work_description,sanction_date,sanction_amount,work_status,completion_date,amount_disbursed,completion_status,expenditure_amount,expenditure_date,vendor_name,vendor_key,expenditure_transaction_count,payment_status,allocated_amount,allocation_state,allocation_constituency,calamity_count,calamity_consent_amount,calamity_types,effective_sanction_amount,cost_overrun_amount,cost_deviation_pct,utilization_pct,remaining_sanction_amount,allocation_utilization_pct,expenditure_over_sanction_ratio,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,completion_delay_days,effectively_completed,dashboard_status,mp_total_projects,mp_total_sanction_amount,mp_total_expenditure_amount,mp_utilization_pct,category_median_sanction,cost_vs_category_median_pct,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,vendor_concentration,split_payment_flag,n_signals_available,flag_cost_overrun,rule_expenditure_over_sanction,flag_extreme_cost_overrun,flag_delayed_project,rule_extreme_delay,flag_suspicious_vendor,rule_vendor_concentration,flag_multiple_payments,rule_split_payment,flag_duplicate_payment,flag_duplicate_beneficiary,flag_geographic_inconsistency,flag_unusual_expenditure,flag_transaction_outlier,rule_suspicious_transaction,is_govt_body,anomaly_count,rule_score,anomaly_type,explanation,ml_anomaly_score,any_is_anomaly_v2,lof_anomaly_score,any_is_anomaly_lof,risk_score,risk_category,risk_signal_strength,dataset_version,analysis_run_id,analysis_mode,utilization_pct_completed,known_false_positive,alert_id,severity,status,action_required
WS/MP18196/2025-2026/244259,,,,,,,,,,,,,,,,1999000.0,2026-07-29,D AND GRANDSONS ENGG PVT LTD,D AND GRANDSONS ENGG,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,5,9995000.0,1999000.0,1,1,20.0,0.0013740038472107722,0,2,0,False,0,0,False,0,False,0,False,0,0,0,0,0,False,False,0,0,None,No material anomaly signal detected.,98.48220576187363,1,100.0,1,59.09,High,61.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0374,HIGH,Pending Verification,Review supporting records
WS/MP18196/2025-2026/244260,,,,,,,,,,,,,,,,1999000.0,2026-07-29,D AND GRANDSONS ENGG PVT LTD,D AND GRANDSONS ENGG,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,5,9995000.0,1999000.0,1,1,20.0,0.0013740038472107722,0,2,0,False,0,0,False,0,False,0,False,0,0,0,0,0,False,False,0,0,None,No material anomaly signal detected.,98.48220576187363,1,100.0,1,59.09,High,61.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0375,HIGH,Pending Verification,Review supporting records
WS/MP18196/2025-2026/244261,,,,,,,,,,,,,,,,1999000.0,2026-07-29,D AND GRANDSONS ENGG PVT LTD,D AND GRANDSONS ENGG,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,5,9995000.0,1999000.0,1,1,20.0,0.0013740038472107722,0,2,0,False,0,0,False,0,False,0,False,0,0,0,0,0,False,False,0,0,None,No material anomaly signal detected.,98.48220576187363,1,100.0,1,59.09,High,61.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0376,HIGH,Pending Verification,Review supporting records
WS/MP18199/2025-2026/200141,,,,,,,,,,,,,,,,442410.0,2026-07-29,MS SAKET TRADERS,SAKET TRADERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,3,2848272.0,949424.0,1,1,15.532575540538263,0.0008244023083264633,0,2,0,False,0,0,False,0,False,0,False,0,0,0,0,0,False,False,0,0,None,No material anomaly signal detected.,86.87962264964925,1,5.9999999967774995e-09,0,52.13,High,52.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0377,HIGH,Pending Verification,Review supporting records
WS/MP18199/2025-2026/252316,,,,,,,,,,,,,,,,747772.0,2026-05-05,MS SAKET TRADERS,SAKET TRADERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,3,2848272.0,949424.0,1,1,26.25353196604819,0.0008244023083264633,0,2,0,False,0,0,False,0,False,0,False,0,0,0,0,0,False,False,0,0,None,No material anomaly signal detected.,84.30081710359852,1,5.9999999967774995e-09,0,50.58,High,50.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0378,HIGH,Pending Verification,Review supporting records
WS/MP18200/2025-2026/255537,,,,,,,,,,,,,,,,783355.0,2026-08-07,AADI AND RUDRANSH CONSTRUCTION COMPANY,AADI AND RUDRANSH CONSTRUCTION COMPANY,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,4,3703633.0,925908.25,2,2,21.150988772375666,0.0010992030777686177,0,2,0,False,0,0,False,0,False,0,False,0,0,0,0,0,False,False,0,0,None,No material anomaly signal detected.,88.035704162385,1,5.9999999967774995e-09,0,52.82,High,53.5,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0379,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268891,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0380,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268892,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0381,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268893,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0382,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268894,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0383,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268895,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0384,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268896,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0385,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268897,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0386,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268898,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0387,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268899,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0388,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268901,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0389,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268902,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0390,HIGH,Pending Verification,Review supporting records
WS/MP18206/2026-2027/268903,,,,,,,,,,,,,,,,86957.0,2026-08-27,Lakshya Contruction,LAKSHYA CONTRUCTION,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,27,6370363.0,235939.37037037036,2,2,1.3650242537199213,0.00741962077493817,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,97.47530209754234,1,5.9999999967774995e-09,0,64.09,High,67.6,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0391,HIGH,Pending Verification,Review supporting records
WS/MP18209/2025-2026/145458,,,Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),CHANDAN CHAUHAN,CHANDAN CHAUHAN,BIJNOR,Normal/Others,CC Road and drain construction work of the road from Paltu's house to Rakesh house in Kallarpur village,2026-01-31,312700.0,Work partially Completed,,,,113391.0,2026-07-18,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,2.0,Payment In-Progress,147000000.0,Uttar Pradesh,BIJNOR,,,,312700.0,-199309.0,-63.73808762392069,36.26191237607931,199309.0,0.21272108843537413,0.3626191237607931,,168.0,,,1,Completed,22,12578200.0,489975.0,3.8954301887392475,299000.0,4.581939799331104,10,4019502.0,401950.2,2,2,2.8210211115705377,0.45454545454545453,1,3,0,False,0,0,False,1,True,1,True,0,0,0,0,0,False,True,2,14,Suspicious Vendor,vendor has high project concentration,78.46234612220951,1,100.0,1,52.68,High,53.4,V22,RUN-20260905-0C8553,Audit,36.26191237607931,False,ALT-V22-0392,HIGH,Pending Verification,Review supporting records
WS/MP18209/2025-2026/191652,,,,,,,,,,,,,,,,397204.0,2026-07-20,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,10,4019502.0,401950.2,2,2,9.881920695648367,0.0027480076944215444,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,89.32852086723666,1,5.9999999967774995e-09,0,59.2,High,61.5,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0393,HIGH,Pending Verification,Review supporting records
WS/MP18209/2025-2026/227594,,,,,,,,,,,,,,,,364828.0,2026-07-27,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,10,4019502.0,401950.2,2,2,9.076447778854197,0.0027480076944215444,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,89.32852086723666,1,5.9999999967774995e-09,0,59.2,High,61.5,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0394,HIGH,Pending Verification,Review supporting records
WS/MP18209/2025-2026/229436,,,,,,,,,,,,,,,,350853.0,2026-07-27,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,10,4019502.0,401950.2,2,2,8.728767892141862,0.0027480076944215444,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,89.71678660087025,1,5.9999999967774995e-09,0,59.43,High,61.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0395,HIGH,Pending Verification,Review supporting records
WS/MP18209/2025-2026/229438,,,,,,,,,,,,,,,,52057.0,2026-07-27,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,10,4019502.0,401950.2,2,2,1.2951106878414291,0.0027480076944215444,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,91.57515037252062,1,5.9999999967774995e-09,0,60.55,High,63.2,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0396,HIGH,Pending Verification,Review supporting records
WS/MP18209/2025-2026/231542,,,,,,,,,,,,,,,,398520.0,2026-07-27,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,10,4019502.0,401950.2,2,2,9.914661069953443,0.0027480076944215444,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,89.32852086723666,1,5.9999999967774995e-09,0,59.2,High,61.5,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0397,HIGH,Pending Verification,Review supporting records
WS/MP18209/2026-2027/191690,,,,,,,,,,,,,,,,851987.0,2026-08-07,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,10,4019502.0,401950.2,2,2,21.196332281959307,0.0027480076944215444,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,86.51595672728428,1,5.9999999967774995e-09,0,57.51,High,59.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0398,HIGH,Pending Verification,Review supporting records
WS/MP18209/2026-2027/272778,,,,,,,,,,,,,,,,556512.0,2026-08-25,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,10,4019502.0,401950.2,2,2,13.84529725324182,0.0027480076944215444,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,89.62539700437262,1,5.9999999967774995e-09,0,59.38,High,61.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0399,HIGH,Pending Verification,Review supporting records
WS/MP18209/2026-2027/279380,,,,,,,,,,,,,,,,505870.0,2026-08-25,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,10,4019502.0,401950.2,2,2,12.585389931389509,0.0027480076944215444,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,89.62539700437262,1,5.9999999967774995e-09,0,59.38,High,61.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0400,HIGH,Pending Verification,Review supporting records
WS/MP18209/2026-2027/279381,,,,,,,,,,,,,,,,428280.0,2026-08-25,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,10,4019502.0,401950.2,2,2,10.65505129739953,0.0027480076944215444,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,89.00439393760131,1,5.9999999967774995e-09,0,59.0,High,61.2,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0401,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/247875,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0402,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/247876,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0403,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/247877,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0404,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/247879,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0405,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/248480,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0406,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/248852,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0407,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/248853,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0408,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/248855,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0409,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/248856,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0410,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/248857,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0411,HIGH,Pending Verification,Review supporting records
WS/MP18215/2025-2026/248858,,,,,,,,,,,,,,,,61353.0,2026-08-19,VIDYA SINGH,VIDYA SINGH,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,35,2147355.0,61353.0,1,1,2.857142857142857,0.009618026930475405,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,83.00915708253808,1,5.9999999967774995e-09,0,55.41,High,56.8,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0412,HIGH,Pending Verification,Review supporting records
