state,mp_name,total_works,works_with_sanction_data,total_sanctioned_amount,high_critical_count,avg_risk_score,max_risk_score,critical_count,high_count,medium_count,low_count,dataset_version,high_critical_rate_pct,small_sample_warning
Maharashtra,Nitin Jairam Gadkari,13,5,2835493.0,0,5.978461538461539,14.19,0,0,0,13,V22,0.0,False
Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,12,7,4098780.0,0,7.675833333333333,9.56,0,0,0,12,V22,0.0,False
Maharashtra,PRANITI SUSHILKUMAR SHINDE,1,1,499880.0,0,2.06,2.06,0,0,0,1,V22,0.0,True
Maharashtra,RAJABHAU,13,0,0.0,0,3.87,3.87,0,0,0,13,V22,0.0,False
Maharashtra,RAVINDRA DATTARAM WAIKAR,17,17,32500000.0,0,28.511176470588236,31.8,0,0,16,1,V22,0.0,False
Maharashtra,Ravindra Vasantrao Chavan,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,50,50,43198677.0,0,20.1124,24.6,0,0,0,50,V22,0.0,False
Maharashtra,SMITA UDAY WAGH,9,8,12041109.0,0,20.95111111111111,24.95,0,0,0,9,V22,0.0,False
Maharashtra,Sanjay Haribhau Jadhav,44,40,35163301.0,0,22.571590909090908,26.36,0,0,6,38,V22,0.0,False
Maharashtra,Sanjay Uttamrao Deshmukh,5,0,500000.0,0,5.43,5.56,0,0,0,5,V22,0.0,False
Maharashtra,Shrirang Appa Barne,23,8,7972256.0,0,10.497391304347827,13.13,0,0,0,23,V22,0.0,False
Maharashtra,Smt Raksha Nikhil Khadse,1,1,2999928.0,0,20.8,20.8,0,0,0,1,V22,0.0,True
Maharashtra,Smt Supriya Sadanand Sule,6,0,0.0,0,3.34,3.34,0,0,0,6,V22,0.0,False
Maharashtra,Sunil Dattatray Tatkare,16,0,0.0,0,3.34,3.34,0,0,0,16,V22,0.0,False
Maharashtra,VISHAL,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
Manipur,ALFRED KANNGAM S ARTHUR,14,0,0.0,0,3.34,3.34,0,0,0,14,V22,0.0,False
Manipur,ANGOMCHA BIMOL AKOIJAM,20,0,0.0,0,3.34,3.34,0,0,0,20,V22,0.0,False
Meghalaya,ANDREW J. SYNGKON,61,0,0.0,0,3.40327868852459,3.46,0,0,0,61,V22,0.0,False
Meghalaya,SALENG A SANGMA,74,1,1000000.0,0,0.745,6.22,0,0,0,74,V22,0.0,False
Mizoram,RICHARD VANLALHMANGAIHA,125,101,44997115.0,0,19.19648,29.2,0,0,1,124,V22,0.0,False
Nagaland,S SUPONGMEREN JAMIR,38,23,49000000.0,0,23.394736842105264,35.28,0,0,15,23,V22,0.0,False
Odisha,ANANTA NAYAK,11,0,0.0,0,3.3399999999999994,3.34,0,0,0,11,V22,0.0,False
Odisha,ANITA SUBHADARSHINI,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Odisha,AVIMANYU SETHI,6,0,0.0,0,3.34,3.34,0,0,0,6,V22,0.0,False
Odisha,BAIJAYANT PANDA,4,0,0.0,0,3.34,3.34,0,0,0,4,V22,0.0,True
Odisha,BIBHU PRASAD TARAI,3,0,0.0,0,3.34,3.34,0,0,0,3,V22,0.0,True
Odisha,MALVIKA DEVI,91,51,17198000.0,0,18.082417582417584,20.79,0,0,0,91,V22,0.0,False
Odisha,NABA CHARAN MAJHI,6,0,0.0,0,3.5,3.5,0,0,0,6,V22,0.0,False
Odisha,PRADEEP PUROHIT,6,0,0.0,0,3.34,3.34,0,0,0,6,V22,0.0,False
Odisha,Pratap Chandra Sarangi,1,0,0.0,0,3.5,3.5,0,0,0,1,V22,0.0,True
Odisha,RABINDRA NARAYAN BEHERA,1,0,0.0,0,3.5,3.5,0,0,0,1,V22,0.0,True
Odisha,SAMBIT PATRA,230,0,0.0,0,3.34,3.34,0,0,0,230,V22,0.0,False
Odisha,SUKANTA KUMAR PANIGRAHI,71,0,0.0,0,6.93,6.93,0,0,0,71,V22,0.0,False
Odisha,Saptagiri Sankar Ulaka,40,0,0.0,0,17.15,17.15,0,0,0,40,V22,0.0,False
Odisha,Shri Bhartruhari Mahtab,56,0,0.0,0,3.34,3.34,0,0,0,56,V22,0.0,False
Odisha,Shri Jual Oram,99,64,38488256.0,0,22.793131313131312,41.17,0,0,10,89,V22,0.0,False
Odisha,Smt Aparajita Sarangi,20,0,0.0,0,3.5,3.5,0,0,0,20,V22,0.0,False
Puducherry,Vaithilingam Ve,14,9,18624900.0,0,29.43357142857143,34.87,0,0,13,1,V22,0.0,False
Punjab,AMRINDER SINGH RAJA WARRING,37,0,0.0,0,3.34,3.34,0,0,0,37,V22,0.0,False
Punjab,CHARANJIT SINGH CHANNI,26,0,0.0,0,3.3400000000000003,3.34,0,0,0,26,V22,0.0,False
Punjab,DR DHARAMVIRA GANDHI,40,4,530000.0,0,2.3434999999999997,3.01,0,0,0,40,V22,0.0,False
Punjab,DR. RAJ KUMAR CHABBEWAL,76,37,9298000.0,0,12.922894736842105,20.76,0,0,0,76,V22,0.0,False
Punjab,GURMEET SINGH MEET HAYER,72,19,3149434.0,0,2.20125,8.51,0,0,0,72,V22,0.0,False
Punjab,MALVINDER SINGH KANG,80,28,14862943.0,0,19.776625000000003,28.63,0,0,7,73,V22,0.0,False
Punjab,SARABJEET SINGH KHALSA,224,119,31055265.0,0,21.27517857142857,31.03,0,0,44,180,V22,0.0,False
Punjab,SHER SINGH GHUBAYA,348,55,12843812.0,0,18.805919540229887,27.11,0,0,48,300,V22,0.0,False
Punjab,SUKHJINDER SINGH RANDHAWA,34,0,0.0,0,3.34,3.34,0,0,0,34,V22,0.0,False
Punjab,Shri Amar Singh,31,0,0.0,0,3.34,3.34,0,0,0,31,V22,0.0,False
Punjab,Shri Gurjeet Singh Aujla,64,2,1700000.0,0,0.8653124999999999,2.44,0,0,0,64,V22,0.0,False
Punjab,Smt Harsimrat Kaur Badal,103,42,11239211.0,0,16.859320388349513,25.73,0,0,1,102,V22,0.0,False
Rajasthan,AMRARAM,43,5,2068420.0,0,1.3972093023255816,6.65,0,0,0,43,V22,0.0,False
Rajasthan,BHAJAN LAL JATAV,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Rajasthan,BHUPENDER YADAV,22,12,11973563.0,0,18.08909090909091,23.68,0,0,0,22,V22,0.0,False
Rajasthan,BRIJENDRA SINGH OLA,44,16,8500928.0,0,10.793636363636365,13.01,0,0,0,44,V22,0.0,False
Rajasthan,Bhagirath Chaudhary,34,10,9849005.0,0,12.72264705882353,20.62,0,0,0,34,V22,0.0,False
Rajasthan,Chandra Prakash Joshi,9,4,1652750.0,0,0.4466666666666666,0.71,0,0,0,9,V22,0.0,False
Rajasthan,DAMODAR AGARWAL,47,4,1992229.0,0,0.07319148936170213,0.08,0,0,0,47,V22,0.0,False
Rajasthan,LUMBARAM,38,0,0.0,0,3.34,3.34,0,0,0,38,V22,0.0,False
Rajasthan,MAHIMA KUMARI MEWAR,16,0,0.0,0,6.61,6.61,0,0,0,16,V22,0.0,False
Rajasthan,MANJU SHARMA,7,5,5247255.0,0,6.311428571428571,11.88,0,0,0,7,V22,0.0,False
Rajasthan,MANNA LAL RAWAT,28,20,25180812.0,0,20.891785714285714,23.29,0,0,0,28,V22,0.0,False
Rajasthan,MURARI LAL MEENA,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Rajasthan,Om Birla,12,10,8052238.0,0,11.081666666666665,17.99,0,0,0,12,V22,0.0,False
Rajasthan,RAJ KUMAR ROAT,36,23,24201381.0,0,20.808888888888887,28.16,0,0,5,31,V22,0.0,False
Rajasthan,Rahul Kaswan,28,0,0.0,0,3.34,3.34,0,0,0,28,V22,0.0,False
Rajasthan,Rao Rajendra Singh,5,0,0.0,0,3.34,3.34,0,0,0,5,V22,0.0,False
Rajasthan,SANJNA JATAV,87,83,38756341.1,0,18.88287356321839,26.65,0,0,1,86,V22,0.0,False
Rajasthan,Shri Arjun Ram Meghwal,25,19,22613245.0,0,21.327600000000004,29.68,0,0,4,21,V22,0.0,False
Rajasthan,Shri Hanuman Beniwal,157,156,42252197.0,0,22.611528662420383,30.64,0,0,38,119,V22,0.0,False
Rajasthan,Shri PP Chaudhary,7,1,2257000.0,0,1.4242857142857144,9.97,0,0,0,7,V22,0.0,False
Rajasthan,UMMEDA RAM BENIWAL,67,0,0.0,0,3.34,3.34,0,0,0,67,V22,0.0,False
Sikkim,Indra Hang Subba,31,20,46078159.0,0,24.844193548387096,34.44,0,0,17,14,V22,0.0,False
Tamil Nadu,ARUN NEHRU,21,13,13645000.0,0,19.954285714285714,29.71,0,0,1,20,V22,0.0,False
Tamil Nadu,Andimuthu Raja,49,10,11594651.0,0,16.57326530612245,24.47,0,0,0,49,V22,0.0,False
Tamil Nadu,CN Annadurai,110,17,10784912.0,0,14.262454545454544,16.37,0,0,0,110,V22,0.0,False
Tamil Nadu,D M Kathir Anand,7,0,0.0,0,4.29,4.29,0,0,0,7,V22,0.0,False
Tamil Nadu,D Ravikumar,184,17,15639605.0,0,24.171521739130437,31.46,0,0,6,178,V22,0.0,False
Tamil Nadu,DR RANI SRI KUMAR,63,7,16942527.0,0,20.785873015873015,34.98,0,0,7,56,V22,0.0,False
Tamil Nadu,DURAI VAIKO,14,0,0.0,0,3.34,3.34,0,0,0,14,V22,0.0,False
Tamil Nadu,ESWARASAMY K,30,4,2800092.0,0,1.5823333333333334,4.86,0,0,0,30,V22,0.0,False
Tamil Nadu,GANAPATHY RAJKUMAR P,2,0,0.0,0,3.5,3.5,0,0,0,2,V22,0.0,True
Tamil Nadu,GOPINATH K,9,0,0.0,0,3.34,3.34,0,0,0,9,V22,0.0,False
Tamil Nadu,Ganesan Selvam,218,41,28743191.0,0,24.220871559633025,37.04,0,0,37,181,V22,0.0,False
Tamil Nadu,K E PRAKASH,108,16,13805060.0,0,18.956388888888892,26.36,0,0,1,107,V22,0.0,False
Tamil Nadu,K Subbarayan,48,30,40714923.0,0,21.271875,30.34,0,0,8,40,V22,0.0,False
Tamil Nadu,Kalanidhi Veeraswamy,24,1,10000000.0,0,15.77625,23.05,0,0,0,24,V22,0.0,False
Tamil Nadu,Kani K Navas,37,0,0.0,0,3.34,3.34,0,0,0,37,V22,0.0,False
Tamil Nadu,Kanimozhi Karunanidhi,14,8,24347600.0,0,26.272142857142857,36.42,0,0,8,6,V22,0.0,False
Tamil Nadu,M.K. VISHNUPRASAD,56,15,11061136.0,0,15.372321428571428,18.21,0,0,0,56,V22,0.0,False
Tamil Nadu,MALAIYARASAN D,167,0,0.0,0,7.1499999999999995,7.15,0,0,0,167,V22,0.0,False
Tamil Nadu,MANI. A.,37,3,4310000.0,0,4.939729729729729,11.22,0,0,0,37,V22,0.0,False
Tamil Nadu,MURASOLI S,33,27,43840042.0,0,23.01939393939394,33.11,0,0,7,26,V22,0.0,False
Tamil Nadu,Manickam Tagore B,34,18,24134014.0,0,20.80264705882353,29.23,0,0,5,29,V22,0.0,False
Tamil Nadu,ROBERT BRUCE C,40,0,0.0,0,3.5,3.5,0,0,0,40,V22,0.0,False
Tamil Nadu,S Venkatesan,7,1,2500000.0,0,1.8214285714285714,10.83,0,0,0,7,V22,0.0,False
Tamil Nadu,S. Jagathrakshakan,20,2,1996264.0,0,4.708,12.61,0,0,0,20,V22,0.0,False
Tamil Nadu,SACHITHANANTHAM R,28,21,29545582.0,0,22.20642857142857,30.68,0,0,9,19,V22,0.0,False
Tamil Nadu,SELVARAJ V,24,0,0.0,0,3.34,3.34,0,0,0,24,V22,0.0,False
Tamil Nadu,SUDHA R,18,0,0.0,0,3.5,3.5,0,0,0,18,V22,0.0,False
Tamil Nadu,Sasikanth Senthil,55,7,7248655.0,0,10.50909090909091,18.24,0,0,0,55,V22,0.0,False
Tamil Nadu,Shri Karti P Chidambaram,70,13,14148098.0,0,20.948428571428572,31.35,0,0,9,61,V22,0.0,False
Tamil Nadu,Shri vijayakumar Vasanth,30,11,12850000.0,0,21.727666666666664,31.79,0,0,4,26,V22,0.0,False
Tamil Nadu,Smt S Jothimani,50,6,2102003.0,0,0.09300000000000001,1.9,0,0,0,50,V22,0.0,False
Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,4,4,19108000.0,0,25.3175,26.36,0,0,3,1,V22,0.0,True
Tamil Nadu,THANGA TAMILSELVAN,9,0,0.0,0,3.34,3.34,0,0,0,9,V22,0.0,False
Tamil Nadu,THARANIVENTHAN M S,135,65,37945938.0,0,22.203407407407408,31.2,0,0,21,114,V22,0.0,False
Tamil Nadu,Thalikkottai Rajuthevar Baalu,21,4,6047819.0,0,11.506190476190476,16.46,0,0,0,21,V22,0.0,False
Tamil Nadu,Thiru Dayanidhi Maran,3,1,10000000.0,0,15.39,20.45,0,0,0,3,V22,0.0,True
Tamil Nadu,Thirumaa Valavan Thol,39,0,0.0,0,3.34,3.34,0,0,0,39,V22,0.0,False
Tamil Nadu,V S Matheswaran,80,47,33324968.0,0,20.636375,32.51,0,0,4,76,V22,0.0,False
Telangana,ARUNA. D. K,67,0,0.0,0,3.34,3.34,0,0,0,67,V22,0.0,False
Telangana,Arvind Dharmapuri,401,151,56849921.0,0,32.30620947630923,40.16,0,0,401,0,V22,0.0,False
Telangana,Asaduddin Owaisi,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
Telangana,BALRAM NAIK PORIKA,140,0,0.0,0,3.34,3.34,0,0,0,140,V22,0.0,False
Telangana,CHAMALA KIRAN KUMAR REDDY,401,143,14880194.0,0,19.57199501246883,22.02,0,0,0,401,V22,0.0,False
Telangana,DR.MALLU RAVI,94,0,0.0,0,3.34,3.34,0,0,0,94,V22,0.0,False
Telangana,EATALA RAJENDER,20,17,17100811.0,0,33.721500000000006,37.74,0,0,20,0,V22,0.0,False
Telangana,GODAM NAGESH,22,0,0.0,0,3.3399999999999994,3.34,0,0,0,22,V22,0.0,False
Telangana,KADIYAM KAVYA,31,0,0.0,0,3.34,3.34,0,0,0,31,V22,0.0,False
Telangana,KONDA VISHWESHWAR REDDY,116,9,4598104.0,0,14.56051724137931,17.66,0,0,0,116,V22,0.0,False
Telangana,KUNDURU RAGHUVEER,3,0,0.0,0,4.46,4.46,0,0,0,3,V22,0.0,True
Telangana,MADHAVANENI RAGHUNANDAN RAO,25,8,5250000.0,0,4.47,4.96,0,0,0,25,V22,0.0,False
Telangana,RAMASAHAYAM RAGHURAM REDDY,8,0,0.0,0,3.34,3.34,0,0,0,8,V22,0.0,False
Telangana,SURESH KUMAR SHETKAR,27,0,0.0,0,3.34,3.34,0,0,0,27,V22,0.0,False
Telangana,Sanjay Kumar Bandi,76,0,0.0,0,5.65,5.65,0,0,0,76,V22,0.0,False
Telangana,VAMSI KRISHNA GADDAM,7,0,0.0,0,3.54,3.54,0,0,0,7,V22,0.0,False
Tripura,BIPLAB KUMAR DEB,3,0,0.0,0,3.34,3.34,0,0,0,3,V22,0.0,True
Tripura,KRITI DEVI DEBBARMAN,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
Uttar Pradesh,ADITYA YADAV,35,0,0.0,0,3.34,3.34,0,0,0,35,V22,0.0,False
Uttar Pradesh,AFZAL ANSARI,53,42,29386910.0,0,27.679811320754716,35.06,0,0,53,0,V22,0.0,False
Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,21,0,0.0,0,8.65,8.65,0,0,0,21,V22,0.0,False
Uttar Pradesh,AKHILESH YADAV,7,0,0.0,0,3.34,3.34,0,0,0,7,V22,0.0,False
Uttar Pradesh,AKSHAYA YADAV,37,20,48855158.0,0,24.09189189189189,32.68,0,0,15,22,V22,0.0,False
Uttar Pradesh,ANAND BHADAURIYA,133,1,1000000.0,0,0.6659398496240602,0.67,0,0,0,133,V22,0.0,False
Uttar Pradesh,ANAND KUMAR,32,0,0.0,0,3.34,3.34,0,0,0,32,V22,0.0,False
Uttar Pradesh,ANOOP PRADHAN BALMIKI,65,11,20657395.0,0,19.77446153846154,26.36,0,0,6,59,V22,0.0,False
Uttar Pradesh,ARUN GOVIL,38,8,6845719.0,0,8.007894736842106,13.6,0,0,0,38,V22,0.0,False
Uttar Pradesh,ATUL GARG,17,2,1971552.0,0,0.9405882352941176,2.52,0,0,0,17,V22,0.0,False
Uttar Pradesh,AWADHESH PRASAD,75,12,16253170.0,0,19.711333333333336,33.6,0,0,5,70,V22,0.0,False
Uttar Pradesh,Anurag Sharma,78,2,722565.0,0,1.0021794871794871,1.41,0,0,0,78,V22,0.0,False
Uttar Pradesh,Ashok Kumar Rawat,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Uttar Pradesh,BABU SINGH KUSHWAHA,521,0,0.0,0,10.058656429942419,34.72,0,0,93,428,V22,0.0,False
Uttar Pradesh,Bhola Singh,72,0,0.0,0,3.34,3.34,0,0,0,72,V22,0.0,False
Andhra Pradesh,Appalanaidu Kalisetti,21,0,0.0,0,3.34,3.34,0,0,0,21,V22,0.0,False
Uttar Pradesh,CHANDRA SHEKHAR,286,98,30242007.0,0,21.23325174825175,27.83,0,0,78,208,V22,0.0,False
Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,98,25,19471201.0,0,18.87234693877551,19.84,0,0,0,98,V22,0.0,False
Uttar Pradesh,CHHOTELAL,304,132,43060751.0,0,18.88075657894737,24.71,0,0,0,304,V22,0.0,False
Uttar Pradesh,DAROGA PRASAD SAROJ,81,80,28257271.0,0,18.82469135802469,23.12,0,0,0,81,V22,0.0,False
Uttar Pradesh,DEVESH SHAKYA,182,0,0.0,0,3.34,3.34,0,0,0,182,V22,0.0,False
Uttar Pradesh,DHARMENDRA YADAV,12,0,0.0,0,3.34,3.34,0,0,0,12,V22,0.0,False
Uttar Pradesh,DR RAJKUMAR SANGWAN,8,0,0.0,0,3.34,3.34,0,0,0,8,V22,0.0,False
Uttar Pradesh,DR. S P SINGH,33,0,0.0,0,3.34,3.34,0,0,0,33,V22,0.0,False
Uttar Pradesh,Devendra Alias Bhole Singh,60,0,0.0,0,3.3399999999999994,3.34,0,0,0,60,V22,0.0,False
Uttar Pradesh,HARENDRA SINGH MALIK,51,47,24673199.0,0,20.45176470588235,48.32,0,0,3,48,V22,0.0,False
Uttar Pradesh,IMRAN MASOOD,34,0,0.0,0,3.34,3.34,0,0,0,34,V22,0.0,False
Uttar Pradesh,IQRA CHOUDHARY,17,0,0.0,0,3.34,3.34,0,0,0,17,V22,0.0,False
Uttar Pradesh,JITENDRA KUMAR DOHARE,257,81,21817092.0,0,23.324007782101166,23.55,0,0,0,257,V22,0.0,False
Uttar Pradesh,JITIN PRASADA,20,0,0.0,0,3.34,3.34,0,0,0,20,V22,0.0,False
Uttar Pradesh,Jai Prakash,7,5,28685171.0,0,26.88714285714286,33.76,0,0,5,2,V22,0.0,False
Uttar Pradesh,KANWAR SINGH TANWAR,47,16,16911131.0,0,19.311063829787233,22.99,0,0,0,47,V22,0.0,False
Uttar Pradesh,KARAN BHUSHAN SINGH,48,19,27154989.0,0,21.053541666666668,29.23,0,0,8,40,V22,0.0,False
Uttar Pradesh,KISHORI LAL,17,0,0.0,0,7.30235294117647,35.18,0,0,1,16,V22,0.0,False
Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,206,92,24187423.12,0,20.944563106796117,26.25,0,0,43,163,V22,0.0,False
Uttar Pradesh,Kirti Vardhan Singh,34,0,0.0,0,3.34,3.34,0,0,0,34,V22,0.0,False
Uttar Pradesh,LALJI VERMA,51,41,32618406.0,0,18.20705882352941,22.68,0,0,0,51,V22,0.0,False
Uttar Pradesh,LAXMIKANT PAPPU NISHAD,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Uttar Pradesh,MOHIBBULLAH,96,41,11930202.0,0,17.198125,22.55,0,0,0,96,V22,0.0,False
Uttar Pradesh,Mahesh Sharma,70,28,26961651.28,0,20.18457142857143,24.45,0,0,0,70,V22,0.0,False
Uttar Pradesh,Mukesh Rajput,242,147,35957104.0,0,18.90809917355372,19.24,0,0,0,242,V22,0.0,False
Uttar Pradesh,NARAYAN DAS AHIRWAR,151,150,35864345.160000004,0,20.14139072847682,21.78,0,0,0,151,V22,0.0,False
Uttar Pradesh,NEERAJ MAURYA,14,1,46470400.0,0,19.45,28.42,0,0,1,13,V22,0.0,False
Uttar Pradesh,PRAVEEN PATEL,10,0,0.0,0,3.5799999999999996,3.58,0,0,0,10,V22,0.0,False
Uttar Pradesh,PRIYA SAROJ,736,380,16052720.0,0,20.430054347826086,34.48,0,0,1,735,V22,0.0,False
Andhra Pradesh,B K PARTHASARATHI,21,0,0.0,0,4.29,4.29,0,0,0,21,V22,0.0,False
Uttar Pradesh,Pankaj Chowdhary,19,0,0.0,0,3.34,3.34,0,0,0,19,V22,0.0,False
Uttar Pradesh,Prof SP Singh Baghel,55,40,46682728.0,0,22.998727272727272,32.39,0,0,18,37,V22,0.0,False
Uttar Pradesh,R.K. CHAUDHARY,59,59,6371115.0,0,9.39,9.39,0,0,0,59,V22,0.0,False
Uttar Pradesh,RAHUL GANDHI,78,9,4699998.0,0,3.5498717948717946,5.0,0,0,0,78,V22,0.0,False
Uttar Pradesh,RAJEEV RAI,100,0,0.0,0,3.34,3.34,0,0,0,100,V22,0.0,False
Uttar Pradesh,RAKESH RATHOR,22,15,19041868.0,0,20.88909090909091,26.36,0,0,2,20,V22,0.0,False
Uttar Pradesh,RAM PRASAD CHAUDHARY,37,19,26847950.0,0,26.714864864864865,32.44,0,0,37,0,V22,0.0,False
Uttar Pradesh,RAMASHANKAR RAJBHAR,85,77,32766445.0,0,18.338823529411766,25.5,0,0,1,84,V22,0.0,False
Uttar Pradesh,RAMBHUAL NISHAD,9,5,15852234.0,0,22.15222222222222,32.42,0,0,2,7,V22,0.0,False
Uttar Pradesh,RAMESH AWASTHI,13,1,3831541.0,0,2.2199999999999998,11.58,0,0,0,13,V22,0.0,False
Uttar Pradesh,RUCHI VIRA,165,0,0.0,0,3.3400000000000003,3.34,0,0,0,165,V22,0.0,False
Uttar Pradesh,Rajkumar Chahar,36,20,38737158.0,0,24.641111111111112,34.38,0,0,16,20,V22,0.0,False
Uttar Pradesh,Rajnath Singh,31,0,0.0,0,3.99,3.99,0,0,0,31,V22,0.0,False
Uttar Pradesh,SANATAN PANDEY,103,102,38836566.0,0,24.160776699029125,25.0,0,0,2,101,V22,0.0,False
Uttar Pradesh,SHASHANK MANI,37,34,35732862.0,0,21.283243243243245,28.12,0,0,5,32,V22,0.0,False
Uttar Pradesh,Shri Arun Kumar Sagar,4,2,47808000.0,0,27.07,35.38,0,0,2,2,V22,0.0,True
Uttar Pradesh,Shri Narendra Modi,117,0,0.0,0,6.414700854700855,29.03,0,0,2,115,V22,0.0,False
Uttar Pradesh,Shri Satish Kumar Gautam,21,0,0.0,0,3.34,3.34,0,0,0,21,V22,0.0,False
Uttar Pradesh,Smt Dimple Yadav,24,0,0.0,0,6.93,6.93,0,0,0,24,V22,0.0,False
Uttar Pradesh,Smt Hema Malini,33,0,0.0,0,3.34,3.34,0,0,0,33,V22,0.0,False
Uttar Pradesh,Swami Sachchidanandhari Sakshi ji Maharaj,11,9,8776638.0,0,9.292727272727273,16.0,0,0,0,11,V22,0.0,False
Uttar Pradesh,TANUJ PUNIA,11,0,0.0,0,3.5399999999999996,3.54,0,0,0,11,V22,0.0,False
Uttar Pradesh,UJJWAL RAMAN SINGH,3,0,0.0,0,5.583333333333333,9.01,0,0,0,3,V22,0.0,True
Uttar Pradesh,UTKARSH VERMA MADHUR,196,0,0.0,0,3.34,3.34,0,0,0,196,V22,0.0,False
Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,135,1,2998485.0,0,1.9959259259259259,8.15,0,0,0,135,V22,0.0,False
Uttar Pradesh,VIRENDRA SINGH,9,0,0.0,0,3.34,3.34,0,0,0,9,V22,0.0,False
Uttar Pradesh,Vijay Kumar Dubey,127,102,41291929.0,0,18.14283464566929,21.73,0,0,0,127,V22,0.0,False
Uttarakhand,Ajay Bhatt,37,0,0.0,0,3.34,3.34,0,0,0,37,V22,0.0,False
Uttarakhand,Ajay Tamta,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Uttarakhand,Mala Rajya Laxmi Shah,36,3,4996274.0,0,4.631388888888889,13.99,0,0,0,36,V22,0.0,False
Uttarakhand,TRIVENDRA SINGH RAWAT,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
West Bengal,ABHIJIT GANGOPADHYAY,40,16,6997450.0,0,7.91125,13.83,0,0,0,40,V22,0.0,False
West Bengal,ADHIKARI SOUMENDU,11,6,9298896.0,0,13.412727272727272,19.27,0,0,0,11,V22,0.0,False
West Bengal,ARUP CHAKRABORTY,9,4,15633815.0,0,23.525555555555556,31.96,0,0,4,5,V22,0.0,False
West Bengal,AZAD KIRTI JHA,24,22,27242215.0,0,24.712083333333336,31.04,0,0,5,19,V22,0.0,False
West Bengal,Abu Taher Khan,89,1,1500000.0,0,0.8646067415730337,10.95,0,0,0,89,V22,0.0,False
West Bengal,Asit Kumar Mal,134,90,68422973.0,0,32.90992537313433,45.28,0,0,133,1,V22,0.0,False
West Bengal,BAG MITALI,59,26,11231376.0,0,15.085593220338982,17.54,0,0,0,59,V22,0.0,False
West Bengal,Prasun Banerjee,32,3,3283628.0,0,1.5628125,10.98,0,0,0,32,V22,0.0,False
West Bengal,Pratima Mondal,153,88,32974236.0,0,19.980261437908496,32.98,0,0,8,145,V22,0.0,False
West Bengal,Prof Sougata Ray,9,2,2200000.0,0,0.5377777777777778,3.14,0,0,0,9,V22,0.0,False
West Bengal,RACHNA BANERJEE,34,23,19742891.0,0,19.779411764705884,29.33,0,0,4,30,V22,0.0,False
West Bengal,Raju Bista,90,86,43441398.0,0,16.833222222222222,24.37,0,0,0,90,V22,0.0,False
West Bengal,SAYANI GHOSH,96,0,0.0,0,3.34,3.34,0,0,0,96,V22,0.0,False
West Bengal,SK NURUL ISLAM,21,18,38468648.0,0,25.04714285714286,34.23,0,0,10,11,V22,0.0,False
West Bengal,Saumitra khan,31,31,29176583.0,0,23.789032258064516,31.74,0,0,12,19,V22,0.0,False
West Bengal,Shatrughan Sinha,6,4,15696000.0,0,23.265,26.36,0,0,3,3,V22,0.0,False
West Bengal,Shri Abhishek Banerjee,217,150,46418634.0,0,20.151612903225804,28.58,0,0,29,188,V22,0.0,False
West Bengal,Shri Deepak (Dev) Adhikari,92,0,0.0,0,8.65,8.65,0,0,0,92,V22,0.0,False
West Bengal,Shri Shantanu Thakur,8,0,0.0,0,3.34,3.34,0,0,0,8,V22,0.0,False
West Bengal,Smt Sajda Ahmed,65,19,8329608.0,0,10.783384615384614,19.14,0,0,0,65,V22,0.0,False
West Bengal,Smt Satabdi Roy (Banerjee),44,16,10940960.0,0,16.30659090909091,28.33,0,0,1,43,V22,0.0,False
West Bengal,PARTHA BHOWMICK,1,1,700000.0,0,2.92,2.92,0,0,0,1,V22,0.0,True
West Bengal,PATHAN YUSUF,1,1,2000000.0,0,16.35,16.35,0,0,0,1,V22,0.0,True
Andhra Pradesh,Gumma Thanuja Rani,18,8,11155200.0,0,16.96777777777778,18.54,0,0,0,18,V22,0.0,False
Andhra Pradesh,Kinjarapu Ram Mohan Naidu,38,0,0.0,0,5.14,5.14,0,0,0,38,V22,0.0,False
Andhra Pradesh,Lavu Sri Krishna Devarayalu,1,1,416758.0,0,4.58,4.58,0,0,0,1,V22,0.0,True
Andhra Pradesh,Maddila Gurumoorthy,61,27,14743911.0,0,23.86754098360656,32.25,0,0,7,54,V22,0.0,False
