sr_no,state,ida,mp_name,mp_key,constituency,work_raw,work_id,work_category,work_description,recommended_date,recommended_amount,sanction_date,sr_no_san,work_raw_san,sanction_date_san,sanction_amount,work_status,sr_no_comp,work_raw_comp,completion_date,amount_disbursed,completion_status,expenditure_amount,expenditure_date,vendor_name,vendor_key,expenditure_transaction_count,payment_status,allocated_amount,allocation_state,allocation_constituency,calamity_count,calamity_consent_amount,calamity_types,effective_sanction_amount,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,utilization_pct,cost_overrun_amount,cost_deviation_pct,remaining_sanction_amount,allocation_utilization_pct,effectively_completed,mp_total_projects,mp_total_sanction_amount,mp_total_expenditure_amount,mp_utilization_pct,category_median_sanction,cost_vs_category_median_pct,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,flag_unusual_expenditure,flag_cost_overrun,flag_extreme_cost_overrun,flag_delayed_project,flag_suspicious_vendor,flag_multiple_payments,flag_duplicate_payment,flag_duplicate_beneficiary,flag_geographic_inconsistency,flag_transaction_outlier,anomaly_count,rule_score,ml_anomaly_score,risk_score,risk_category,risk_signal_strength,anomaly_type,explanation
4719,Telangana,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),EATALA RAJENDER,EATALA RAJENDER,MALKAJGIRI,WS/MP18193/2024-2025/144398-Construction of boundary walls of existing public and community buildings,WS/MP18193/2024,Normal/Others,Construction of Compound/Protection Wall to proposed Community Hall and Park at Sathya Nagar Citizens Welfare Association in Sy No. 1091 & 1092.,2024-09-29,1500000.0,2025-03-12,8609,WS/MP18193/2024-2025/151783-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,2025-03-22,800000.0,Sanction,13005,"WS/MP18193/2024-2025/151796-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-08-13,1410393.0,Completed,,,,,,,327477390.86,Telangana,MALKAJGIRI,,,,800000.0,164.0,,318.0,,,,,0.24429167396842008,1,2,1800000.0,2314711.0,128.59505555555555,600000.0,33.33333333333333,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23.12835848548992,13.88,Low,4.9,None,No material anomaly signal detected.
,Telangana,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),EATALA RAJENDER,EATALA RAJENDER,MALKAJGIRI,,WS/MP18193/2025,Normal/Others,"Laying of 300 mm dia SWG main line from H.No. 2-10-175/1 to 2-10-175/15, Hare Krishna Colony under Macha Bollaram Section.",2024-10-25,,,7190,WS/MP18193/2025-2026/149453-Providing drains and gutters for public drainage,2025-12-16,1000000.0,Physical Inspection,20142,"WS/MP18193/2025-2026/151801-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-11-10,1590265.0,Completed,2314711.0,2026-08-19,MOHAMMED RAHEEMUDDIN,MOHAMMED RAHEEMUDDIN,7.0,Payment In-Progress,327477390.86,Telangana,MALKAJGIRI,,,,1000000.0,,,381.0,231.4711,1314711.0,131.4711,-1314711.0,0.3053645924605251,1,2,1800000.0,2314711.0,128.59505555555555,600000.0,66.66666666666666,1,2314711.0,2314711.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,35.182809523445144,24.31,Low,17.9,None,expenditure exceeds effective sanctioned amount
3829,Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),LALJI VERMA,LALJI VERMA,AMBEDKAR NAGAR,WS/MP18199/2024-2025/142779-Construction of rooms and halls in school and colleges,WS/MP18199/2024,Trust and Society,RAM CHARAN RAM AWADH SMARAK INTER COLLEGE BHIKHUPUR AKBARPUR AMBEDKAR NAGAR,2024-09-23,500000.0,2025-03-22,3763,WS/MP18199/2024-2025/142779-Construction of rooms and halls in school and colleges,2025-03-22,500000.0,Physical Inspection,12147,"WS/MP18199/2024-2025/160120-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-03-09,317532.0,Completed,,,,,,,147000000.0,Uttar Pradesh,AMBEDKAR NAGAR,,,,500000.0,180.0,,532.0,,,,,0.3401360544217687,1,2,1000000.0,4741067.0,474.1067,1000000.0,-50.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,36.8260074527374,22.1,Low,15.1,None,No material anomaly signal detected.
,Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),LALJI VERMA,LALJI VERMA,AMBEDKAR NAGAR,,WS/MP18199/2025,Trust and Society,RAM A JANTA I.C. BARIYAWAN AMBEDKAR NAGAR KA BOUNDARY WALL KA NIRMAN KARYA,2024-10-11,,,5736,WS/MP18199/2025-2026/146800-Construction of boundary walls of existing public and community buildings,2025-04-21,500000.0,Physical Inspection,20661,WS/MP18199/2025-2026/229954-Construction of rooms and halls in school and colleges,2026-07-26,500000.0,Completed,4741067.0,2026-08-13,MS SHOBHNATH VERMA,MS SHOBHNATH VERMA,7.0,Payment In-Progress,147000000.0,Uttar Pradesh,AMBEDKAR NAGAR,,,,500000.0,,,653.0,948.2134,4241067.0,848.2134,-4241067.0,0.3401360544217687,1,2,1000000.0,4741067.0,474.1067,1000000.0,-50.0,1,4741067.0,4741067.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,64.52031552606132,41.91,Medium,39.9,None,expenditure exceeds effective sanctioned amount
2958,Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),NEERAJ MAURYA,NEERAJ MAURYA,AONLA,WS/MP18201/2024-2025/141045-Street lights,WS/MP18201/2024,Normal/Others,supply and installation of led semi high mast light at 274 different places in district budaun,2024-09-15,46470400.0,2024-11-23,2923,WS/MP18201/2024-2025/141045-Street lights,2024-11-23,46470400.0,Physical Inspection,936,WS/MP18201/2024-2025/141045-Street lights,2025-07-19,46470400.0,Completed,,,,,,,147000000.0,Uttar Pradesh,AONLA,,,,46470400.0,69.0,,307.0,,,,,31.61251700680272,1,1,46470400.0,0.0,0.0,600000.0,7645.066666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,84.3491177232096,50.61,Medium,50.8,ML Anomaly,multivariate pattern is unusual versus uploaded batch
,Uttar Pradesh,BALLIA(DISTRICT MAGISTRAE BALLIA_IDA),SANATAN PANDEY,SANATAN PANDEY,BALLIA,,WS/MP18205/2024,Normal/Others,Installation of Semi High Mast Lights at different places as per attached recommendation letter. Please ignore Ghazipur letter,2024-10-21,,,6796,WS/MP18205/2024-2025/148719-Street lights,2025-03-20,216470.0,Vendor Identification,4182,"WS/MP18205/2024-2025/148389-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-02-25,748674.0,Completed,216409.0,2025-08-06,SHRI SAI ENGINEERING WORKS,SHRI SAI ENGINEERING WORKS,1.0,Payment In-Progress,180420041.4,Uttar Pradesh,BALLIA,,,,216470.0,,,492.0,99.9718205755994,-61.0,-0.028179424400609786,61.0,0.11998112755116572,1,2,906470.0,216409.0,23.873818217922267,600000.0,-63.92166666666667,1,216409.0,216409.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,19.281965442263797,11.57,Low,2.0,None,No material anomaly signal detected.
,Uttar Pradesh,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),SANATAN PANDEY,SANATAN PANDEY,BALLIA,,WS/MP18205/2025,Normal/Others,"Installation of Open gym work At Primary School, Pakdi Revised Letter Attached",2024-10-21,,,6678,WS/MP18205/2025-2026/148494-Installation of fixed garden gym equipment,2025-04-03,690000.0,Work partially Completed,18859,"WS/MP18205/2025-2026/188279-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-05-12,525767.0,Completed,,,,,,,180420041.4,Uttar Pradesh,BALLIA,,,,690000.0,,,568.0,,,,,0.38244088331087145,1,2,906470.0,216409.0,23.873818217922267,600000.0,15.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.5413321627312726,2.12,Low,0.0,None,No material anomaly signal detected.
4799,Uttar Pradesh,BANDA(DISTRICT MAGISTRATE BANDA_IDA),KRISHNA DEVI SHIVSHANKER PATEL,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,WS/MP18206/2024-2025/144721-Construction of rooms and halls in school and colleges,WS/MP18206/2024,Normal/Others,Construction of rooms and halls in shree Shivrani Public School Parsenta singhpur block bisanda dist banda,2024-10-01,999000.0,2024-12-25,4515,WS/MP18206/2024-2025/144227-Lighting of public spaces,2025-02-05,226698.0,Physical Inspection,5336,WS/MP18206/2024-2025/158560-Lighting of public spaces,2025-12-16,232197.0,Completed,,,,,,,147000000.0,Uttar Pradesh,BANDA,,,,226698.0,85.0,,441.0,,,,,0.15421632653061224,1,1,226698.0,0.0,0.0,600000.0,-62.217,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.127806999501642,2.48,Low,0.0,None,No material anomaly signal detected.
,Uttar Pradesh,BASTI(DISTRICT MAGISTRATE BASTI_IDA),RAM PRASAD CHAUDHARY,RAM PRASAD CHAUDHARY,BASTI,,WS/MP18208/2024,Normal/Others,"CC road construction work from Nibiya Bahrampur Road to GBM Convent School, block Saltua gopalpur 200 metre",2024-10-31,,,7725,"WS/MP18208/2024-2025/150244-Construction of roads, link roads, pathways or any other road with or without drainage system",2024-12-11,1410100.0,Physical Inspection,3198,"WS/MP18208/2024-2025/150244-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-12-24,1410100.0,Completed,,,,,,,204176957.11,Uttar Pradesh,BASTI,,,,1410100.0,,,419.0,,,,,0.6906264154188128,1,1,1410100.0,0.0,0.0,600000.0,135.01666666666668,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.552195160318682,4.53,Low,0.0,None,No material anomaly signal detected.
4839,Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),CHANDAN CHAUHAN,CHANDAN CHAUHAN,BIJNOR,"WS/MP18209/2025-2026/144767-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18209/2025,Normal/Others,"CC road and drain construction work of the road from Main Road to Kabristaan in Village Sherpur, block- Purkaji.",2024-12-17,603000.0,2025-06-04,5085,"WS/MP18209/2025-2026/145458-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-01-31,312700.0,Work partially Completed,18041,"WS/MP18209/2025-2026/164686-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-04-18,1380021.0,Completed,5164365.0,2026-08-20,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,15.0,Payment In-Progress,147000000.0,Uttar Pradesh,BIJNOR,,,,312700.0,169.0,442.0,487.0,1651.5398145187082,4851665.0,1551.539814518708,-4851665.0,0.21272108843537413,1,1,312700.0,5164365.0,1651.5398145187082,600000.0,-47.88333333333333,1,5164365.0,5164365.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,65.18922141930085,42.31,Medium,40.4,None,expenditure exceeds effective sanctioned amount
2557,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),SHASHANK MANI,SHASHANK MANI,DEORIA,"WS/MP18211/2024-2025/140382-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18211/2024,Normal/Others,"Gram - Kamdhenwa, vikas khand - Rampur Karkhana me Gopal ji ke khet se Paramhansh ji ke chez tak CC Road lagbhag 110 mtr",2024-09-11,968898.0,2024-10-30,8057,"WS/MP18211/2024-2025/150849-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-01-31,996628.0,Physical Inspection,8127,"WS/MP18211/2024-2025/165148-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-08-06,1468470.0,Completed,,,,,,,147000000.0,Uttar Pradesh,DEORIA,,,,996628.0,49.0,,694.0,,,,,0.677978231292517,1,1,996628.0,0.0,0.0,600000.0,66.10466666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6.694979659470141,4.02,Low,0.0,None,No material anomaly signal detected.
,Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),ANAND BHADAURIYA,ANAND BHADAURIYA,DHAURAHRA,,WS/MP18212/2024,Trust and Society,Yadukul Shiksha Sewa Samiti Gram Haidarpur Post Gurdhapa District Sitapur dwara Sanchalit Shahid Bhagat Singh P.G. College Haidarpur Hargaon Sitapur m room construction,2024-10-11,,,5743,WS/MP18212/2024-2025/146890-Construction of additional rooms and halls in the existing public and community building,2025-02-17,1000000.0,Work partially Completed,9414,"WS/MP18212/2024-2025/160879-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-04-25,856564.0,Completed,,,,,,,147000000.0,Uttar Pradesh,DHAURAHRA,,,,1000000.0,,,561.0,,,,,0.6802721088435374,1,1,1000000.0,0.0,0.0,1000000.0,0.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,27.92504852995806,16.76,Low,8.5,None,No material anomaly signal detected.
,Uttar Pradesh,ETAWAH(DISTRICT MAGISTRATE ETAWAH_IDA),JITENDRA KUMAR DOHARE,JITENDRA KUMAR DOHARE,ETAWAH(SC),,WS/MP18214/2024,Normal/Others,Etawah mein Budh bihar Park Etawah Numaish ke pass high must light,2024-10-24,,,7132,WS/MP18214/2024-2025/149249-Street lights,2025-01-09,269328.0,Physical Inspection,4850,WS/MP18214/2024-2025/165209-Street lights,2026-04-16,698837.0,Completed,,,,,,,188747306.26,Uttar Pradesh,ETAWAH(SC),,,,269328.0,,,539.0,,,,,0.14269236755569897,1,2,537828.0,1037220.0,192.85347731988665,600000.0,-55.11200000000001,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.940923215126948,4.76,Low,0.0,None,No material anomaly signal detected.
,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),JITENDRA KUMAR DOHARE,JITENDRA KUMAR DOHARE,ETAWAH(SC),,WS/MP18214/2025,Normal/Others,Block Sandalpur Asvi Chaurahe Ke Pass High Mast Light,2024-10-29,,,7454,WS/MP18214/2025-2026/149852-Street lights,2025-06-12,268500.0,Vendor Identification,16583,WS/MP18214/2025-2026/225701-Street lights,2026-02-16,270000.0,Completed,1037220.0,2026-07-17,DHRUV SINGH CONTRACTOR AND SUPPLIER,DHRUV SINGH CONTRACTOR AND SUPPLIER,3.0,Payment Success,188747306.26,Uttar Pradesh,ETAWAH(SC),,,,268500.0,,,475.0,386.30167597765364,768720.0,286.30167597765364,-768720.0,0.1422536857983766,1,2,537828.0,1037220.0,192.85347731988665,600000.0,-55.25,1,1037220.0,1037220.0,1,1,100.0,0,1,0,0,0,1,1,0,0,0,3,26,18.934950533500583,21.76,Low,14.7,Duplicate Payment,expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
4075,Uttar Pradesh,AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA),AWADHESH PRASAD,AWADHESH PRASAD,FAIZABAD,"WS/MP18215/2024-2025/143279-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18215/2024,Normal/Others,from kuchera bazar raibareli road to masjid interlocking brick road construction,2024-09-24,2538520.0,2024-11-09,3906,WS/MP18215/2024-2025/143114-Construction of rooms and halls in school and colleges,2025-02-28,918944.0,Physical Inspection,10197,"WS/MP18215/2024-2025/143195-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-08-02,1371567.0,Completed,,,,,,,147000000.0,Uttar Pradesh,FAIZABAD,,,,918944.0,46.0,,312.0,,,,,0.6251319727891156,1,1,918944.0,0.0,0.0,600000.0,53.157333333333334,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10.968526755733507,6.58,Low,0.0,None,No material anomaly signal detected.
832,Uttar Pradesh,FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA),AKSHAYA YADAV,AKSHAYA YADAV,FIROZABAD,"WS/MP18217/2024-2025/136866-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18217/2024,Normal/Others,developement of interlocking road from ramniwas house to dayaveer house length 240 meter by 3 meter,2024-08-23,1898082.0,2024-10-17,823,"WS/MP18217/2024-2025/136866-Construction of roads, link roads, pathways or any other road with or without drainage system",2024-10-17,1898082.0,Physical Inspection,448,"WS/MP18217/2024-2025/136147-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-01-19,1307559.0,Completed,,,,,,,147000000.0,Uttar Pradesh,FIROZABAD,,,,1898082.0,55.0,,514.0,,,,,1.291212244897959,1,1,1898082.0,0.0,0.0,600000.0,216.34699999999998,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9.84986417949527,5.91,Low,0.0,None,No material anomaly signal detected.
,Uttar Pradesh,HAPUR(DISTRICT MAGISTRATE HAPUR_IDA),ATUL GARG,ATUL GARG,GHAZIABAD,,WS/MP18218/2024,Normal/Others,CONSTRUCTION OF CC ROAD IN VILLAGE KARANPUR JATT (FROM HOUSE OF JAIKISHAN BABA TO PANCHAYAT BHAWAN),2024-10-27,,,7326,"WS/MP18218/2024-2025/149626-Construction of roads, link roads, pathways or any other road with or without drainage system",2024-12-23,988479.0,Physical Inspection,4753,WS/MP18218/2024-2025/152818-Improvement of electricity distribution infrastructure,2025-08-20,207741.0,Completed,,,,,,,155336470.0,Uttar Pradesh,GHAZIABAD,,,,988479.0,,,297.0,,,,,0.6363470214045678,1,1,988479.0,0.0,0.0,600000.0,64.7465,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.40420159053644,2.64,Low,0.0,None,No material anomaly signal detected.
,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,AJENDRA SINGH LODHI,HAMIRPUR_UP,,WS/MP18219/2024,Normal/Others,moon light public school kailash patel nagar gohand me do kaksho ka nirman karya,2025-02-01,,,7314,WS/MP18219/2024-2025/149604-Construction of rooms and halls in school and colleges,2025-02-06,1000000.0,Physical Inspection,2809,WS/MP18219/2024-2025/149604-Construction of rooms and halls in school and colleges,2025-02-06,1000000.0,Completed,,,,,,,147000000.0,Uttar Pradesh,HAMIRPUR_UP,,,,1000000.0,,,5.0,,,,,0.6802721088435374,1,2,1400000.0,5326879.0,380.49135714285717,600000.0,66.66666666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19.340979824615495,11.6,Low,2.0,None,No material anomaly signal detected.
4303,Uttar Pradesh,BANDA(DISTRICT MAGISTRATE BANDA_IDA),AJENDRA SINGH LODHI,AJENDRA SINGH LODHI,HAMIRPUR_UP,WS/MP18219/2025-2026/143786-Construction of common work sheds/ common covered sitting area,WS/MP18219/2025,Normal/Others,tindwari me bhidaura road par stainless steel (fabricated) yatri shed,2024-11-19,700000.0,2025-04-30,1296,WS/MP18219/2025-2026/137973-Lighting of public spaces,2025-11-27,400000.0,Vendor Identification,21782,WS/MP18219/2025-2026/143336-Construction of common work sheds/ common covered sitting area,2026-01-22,698961.0,Completed,5326879.0,2026-07-17,Lakshya Contruction,LAKSHYA CONTRUCTION,15.0,Payment In-Progress,147000000.0,Uttar Pradesh,HAMIRPUR_UP,,,,400000.0,162.0,443.0,429.0,1331.71975,4926879.0,1231.71975,-4926879.0,0.27210884353741494,1,2,1400000.0,5326879.0,380.49135714285717,600000.0,-33.33333333333333,1,5326879.0,5326879.0,1,1,100.0,0,1,0,0,0,1,1,0,0,0,3,26,55.291823617232204,43.58,Medium,42.0,Duplicate Payment,expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
,Uttar Pradesh,ALIGARH(DISTRICT MAGISTRATE ALIGARH_IDA),ANOOP PRADHAN BALMIKI,ANOOP PRADHAN BALMIKI,HATHRAS (SC),,WS/MP18220/2024,Normal/Others,Gram Badwamni Block Lodha mai Beethna Modh se Marghat ki taraf 230 miter interlocking karya,2024-10-17,,,6323,"WS/MP18220/2024-2025/147974-Construction of roads, link roads, pathways or any other road with or without drainage system",2024-11-11,1942383.0,Physical Inspection,19860,"WS/MP18220/2024-2025/157540-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",2026-01-27,801749.0,Completed,,,,,,,147000000.0,Uttar Pradesh,HATHRAS (SC),,,,1942383.0,,,467.0,,,,,1.3213489795918367,1,1,1942383.0,0.0,0.0,600000.0,223.7305,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5.378451170108846,3.23,Low,0.0,None,No material anomaly signal detected.
2944,Uttar Pradesh,JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),NARAYAN DAS AHIRWAR,NARAYAN DAS AHIRWAR,JALAUN(SC),WS/MP18221/2024-2025/141019-Lighting of public spaces,WS/MP18221/2024,Normal/Others,MS Pole with LED semi High Mast Light,2024-09-15,211299.0,2025-01-24,2882,WS/MP18221/2024-2025/140991-Lighting of public spaces,2025-01-28,238871.64,Physical Inspection,10597,WS/MP18221/2024-2025/141016-Lighting of public spaces,2026-01-22,211299.0,Completed,,,,,,,147000000.0,Uttar Pradesh,JALAUN(SC),,,,238871.64,131.0,,494.0,,,,,0.1624977142857143,1,2,481871.64,0.0,0.0,600000.0,-60.18806,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.5089996090050986,1.51,Low,0.0,None,No material anomaly signal detected.
2903,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,NARAYAN DAS AHIRWAR,JALAUN(SC),WS/MP18221/2025-2026/140963-Lighting of public spaces,WS/MP18221/2025,Normal/Others,MS pole with LED Semi High Mast LIght,2024-09-15,243000.0,2025-06-06,2760,WS/MP18221/2025-2026/140831-Lighting of public spaces,2025-06-13,243000.0,Work partially Completed,,,,,,,,,,,,147000000.0,Uttar Pradesh,JALAUN(SC),,,,243000.0,264.0,,,,,,,0.16530612244897958,1,2,481871.64,0.0,0.0,600000.0,-59.5,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5.965343748691128,3.58,Low,0.0,None,No material anomaly signal detected.
3119,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),RAMESH AWASTHI,RAMESH AWASTHI,KANPUR,WS/MP18224/2024-2025/141400-Lighting of public spaces,WS/MP18224/2024,Normal/Others,Installation of 26 semi high mast light at 9.5 meter poll (4x200watt) at different places in Kanpur Nagar according to letter attached.,2024-09-17,3831541.0,2024-10-09,3077,WS/MP18224/2024-2025/141400-Lighting of public spaces,2024-10-09,3831541.0,Physical Inspection,1483,WS/MP18224/2024-2025/141400-Lighting of public spaces,2025-09-12,3831541.0,Completed,,,,,,,147000000.0,Uttar Pradesh,KANPUR,,,,3831541.0,22.0,,360.0,,,,,2.6064904761904764,1,1,3831541.0,0.0,0.0,600000.0,538.5901666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,32.76706000823788,19.66,Low,12.1,None,No material anomaly signal detected.
4821,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),PUSHPENDRA SAROJ,PUSHPENDRA SAROJ,KAUSHAMBI(SC),WS/MP18225/2024-2025/144748-Installing hand pumps,WS/MP18225/2024,Normal/Others,Lavkush Singh Pasi S/o Gajraj Singh ke ghar ke samne handpump,2024-09-30,73920.0,2025-01-17,4744,WS/MP18225/2024-2025/144748-Installing hand pumps,2025-01-17,73920.0,Physical Inspection,4304,WS/MP18225/2024-2025/144747-Installing hand pumps,2026-02-17,73920.0,Completed,59156.0,2025-12-22,VIVEK ENTERPRISES,VIVEK ENTERPRISES,2.0,Payment In-Progress,147000000.0,Uttar Pradesh,KAUSHAMBI(SC),,,,73920.0,109.0,339.0,505.0,80.02705627705627,-14764.0,-19.97294372294372,14764.0,0.05028571428571429,1,3,198720.0,6218338.0,3129.1958534621576,600000.0,-87.68,1,59156.0,59156.0,1,1,100.0,0,0,0,0,0,1,1,0,0,0,2,18,56.27601985178424,40.97,Medium,38.7,Duplicate Payment,possible repeated work/vendor/amount payment pattern
,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,PUSHPENDRA SAROJ,KAUSHAMBI(SC),,WS/MP18225/2025,Normal/Others,Kishori Lal son of Dinanath Add.-Annava Andhawa Babaganj ke ghar ke samne hundpump,2024-11-06,,,8223,WS/MP18225/2025-2026/151098-Installing hand pumps,2025-04-26,50800.0,Work partially Completed,16665,WS/MP18225/2025-2026/150447-Installing hand pumps,2026-03-27,50781.0,Completed,6159182.0,2026-07-27,IMAMUDDIN,IMAMUDDIN,72.0,Payment In-Progress,147000000.0,Uttar Pradesh,KAUSHAMBI(SC),,,,50800.0,,,506.0,12124.374015748032,6108382.0,12024.374015748032,-6108382.0,0.0345578231292517,1,3,198720.0,6218338.0,3129.1958534621576,600000.0,-91.53333333333333,1,6159182.0,6159182.0,1,1,100.0,0,1,1,0,0,1,1,0,0,0,4,44,100.0,77.6,High,84.5,Cost Overrun; Duplicate Payment,cost deviation is unusually high; possible repeated work/vendor/amount payment pattern
,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,DAROGA PRASAD SAROJ,LALGANJ (SC),,WS/MP18227/2024,Normal/Others,Class room ka nirmad kary,2024-10-18,,,6535,WS/MP18227/2024-2025/148289-Construction of rooms and halls in school and colleges,2025-02-28,500000.0,Vendor Identification,3514,WS/MP18227/2024-2025/148773-Lighting of public spaces,2026-03-25,1609758.0,Completed,,,,,,,147000000.0,Uttar Pradesh,LALGANJ (SC),,,,500000.0,,,523.0,,,,,0.3401360544217687,1,2,1500000.0,7568246.0,504.54973333333334,600000.0,-16.666666666666664,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,15.79988074126279,9.48,Low,0.0,None,No material anomaly signal detected.
,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,DAROGA PRASAD SAROJ,LALGANJ (SC),,WS/MP18227/2025,Normal/Others,Tahsil martinganj me adhivakta bhawan,2024-11-08,,,8375,WS/MP18227/2025-2026/151391-Construction of community centers and community halls,2026-01-28,1000000.0,Sanction,14770,WS/MP18227/2025-2026/148878-Street lights,2026-03-25,284857.0,Completed,7568246.0,2026-08-21,Krishna Kumar Contractor,KRISHNA KUMAR CONTRACTOR,29.0,Payment In-Progress,147000000.0,Uttar Pradesh,LALGANJ (SC),,,,1000000.0,,,502.0,756.8246,6568246.0,656.8246,-6568246.0,0.6802721088435374,1,2,1500000.0,7568246.0,504.54973333333334,600000.0,66.66666666666666,1,7568246.0,7568246.0,1,1,100.0,0,1,0,0,0,1,1,0,0,0,3,26,79.86181195696372,58.32,Medium,60.4,Duplicate Payment,expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
