work_id,state,ida,mp_name,constituency,work_category,work_description,recommended_amount,effective_sanction_amount,expenditure_amount,amount_disbursed,allocated_amount,work_status,completion_status,effectively_completed,recommended_date,sanction_date,expenditure_date,completion_date,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,utilization_pct,cost_overrun_amount,cost_deviation_pct,remaining_sanction_amount,vendor_name,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,expenditure_transaction_count,calamity_count,calamity_consent_amount,anomaly_count,anomaly_type,ml_anomaly_score,rule_score,risk_score,risk_category,risk_signal_strength,explanation
WS/MP18193/2025,Telangana,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),EATALA RAJENDER,MALKAJGIRI,Normal/Others,"Laying of 300 mm dia SWG main line from H.No. 2-10-175/1 to 2-10-175/15, Hare Krishna Colony under Macha Bollaram Section.",,1000000.0,2314711.0,1590265.0,327477390.86,Physical Inspection,Completed,1,2024-10-25,,2026-08-19,2025-11-10,,,381.0,231.4711,1314711.0,131.4711,-1314711.0,MOHAMMED RAHEEMUDDIN,1,2314711.0,2314711.0,1,1,100.0,7.0,,,2,None,35.182809523445144,8,24.31,Low,17.9,expenditure exceeds effective sanctioned amount
WS/MP826/2025,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of Solar Water Heating system at Jawahar Navodaya Vidyalaya, Chhabbisay Ref: Principal JNV (9430513978)",300000.0,487774.0,985970.0,391043.0,147000000.0,Physical Inspection,Completed,1,2024-08-16,2025-06-18,2026-08-10,2026-08-06,306.0,418.0,720.0,202.1366452496443,498196.0,102.1366452496443,-498196.0,MAHENDRA ADHIKARI,1,985970.0,985970.0,1,1,100.0,2.0,,,3,Delayed Project,25.590361023829956,22,24.15,Low,17.7,expenditure exceeds effective sanctioned amount; project duration is unusually long
WS/MP638/2024,Madhya Pradesh,TIKAMGARH(DISTRICT COLLECTOR TIKAMGARH_IDA),Virendra Kumar,TIKAMGARH(SC),Normal/Others,Saansad Utsav Dham,,1200000.0,4128574.0,400000.0,147000000.0,Vendor Identification,Completed,1,2024-11-14,,2026-08-25,2026-03-19,,,490.0,344.04783333333336,2928574.0,244.04783333333336,-2928574.0,DEEPAK KUMAR SHARMA,1,4128574.0,4128574.0,1,1,100.0,4.0,,,2,None,34.854921540293326,8,24.11,Low,17.6,expenditure exceeds effective sanctioned amount
WS/MP356/2025,Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,CONSTRUCTION OF CC ROAD,150000.0,499246.0,575000.0,750000.0,148988014.83,Vendor Identification,Completed,1,2024-09-13,2026-01-21,2026-08-27,2026-08-09,495.0,218.0,695.0,115.17368191232377,75754.0,15.173681912323783,-75754.0,CEO JANPAD PANCHAYAT SITAMAU,1,575000.0,575000.0,1,1,100.0,2.0,,,2,None,34.64600282670197,8,23.99,Low,17.5,expenditure exceeds effective sanctioned amount
WS/MP18104/2025,Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,Normal/Others,"for purchase of kabaddi mate at goverment higher secondary school, raipur",,105000.0,831020.0,120000.0,147000000.0,Vendor Identification,Completed,1,2024-12-19,,2026-08-21,2026-05-13,,,510.0,791.4476190476191,726020.0,691.4476190476191,-726020.0,Sachiv Gram panchayat kulamadi,1,831020.0,831020.0,1,1,100.0,10.0,,,2,None,34.57132190288186,8,23.94,Low,17.4,expenditure exceeds effective sanctioned amount
WS/MP792/2024,Uttar Pradesh,HARDOI(DISTRICT MAGISTRATE HARDOI_IDA),Jai Prakash,HARDOI (SC),Normal/Others,30 ?? 6?? 170 ?? 200 ??? ???? ????????? ?????,4022832.0,4022832.0,,1187420.0,147000000.0,Vendor Identification,Completed,1,2024-09-11,2025-03-06,,2025-02-07,176.0,,149.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,39.68115970126041,0,23.81,Low,17.3,No material anomaly signal detected.
WS/MP827/2025,West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),Shatrughan Sinha,ASANSOL,Normal/Others,Construction of New Community Hall.,,6000000.0,,8775290.0,147000000.0,Sanction,Completed,1,2024-11-14,,,2025-11-30,,,381.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,39.516518983339125,0,23.71,Low,17.1,No material anomaly signal detected.
WS/MP574/2025,Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Bharatsinhji Shankarji Dabhi,PATAN,Trust and Society,Construction of new room of Shree Chamunda Kanya Vidyalaya- Dabhoda managed By Gujarat Kshatriya Thakor Samaj Vikas Manch - Dabhoda,,500000.0,700000.0,,147000000.0,Physical Inspection,Completed,1,2024-10-04,,2026-08-20,2026-01-12,,,465.0,140.0,200000.0,40.0,-200000.0,AJIMANA GRAM PANCHAYAT,1,700000.0,700000.0,1,1,100.0,2.0,,,2,None,34.13140069066812,8,23.68,Low,17.1,expenditure exceeds effective sanctioned amount
WS/MP650/2025,Madhya Pradesh,INDORE(DISTRICT COLLECTOR INDORE_IDA),Shankar Lalwani,INDORE,Normal/Others,"Construction of Cultural Building in GP Kanchroad , BicholiHapsi VS RAU",,250000.0,1408491.0,2000000.0,147000000.0,Vendor Identification,Completed,1,2025-03-20,,2026-08-23,2025-12-30,,,285.0,563.3964,1158491.0,463.39639999999997,-1158491.0,SHRI GANESH ASSOCIATES PROPRIETOR NARAYAN SHARMA,1,1408491.0,1408491.0,1,1,100.0,12.0,,,2,None,33.59667133328578,8,23.36,Low,16.7,expenditure exceeds effective sanctioned amount
WS/MP541/2025,Assam,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),Pradyut Bordoloi,NOWGONG,Normal/Others,"Construction of boundary wall at Pachim Singimari Bir Lachit L.P. School, Singimari GP",200000.0,200000.0,187846.0,399914.0,98000000.0,Vendor Identification,Completed,1,2024-12-02,2026-01-20,2026-08-26,2026-03-13,414.0,218.0,466.0,93.923,-12154.0,-6.077,12154.0,RATU MONI SARMAH,1,187846.0,187846.0,1,1,100.0,2.0,,,1,None,38.8792948735787,0,23.33,Low,16.7,No material anomaly signal detected.
WS/MP18095/2025,Kerala,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),K. C VENUGOPAL,ALAPPUZHA,Normal/Others,"Maths – Computer Lab Furnishing for Govt. Girls HSS, Cherthala 1) MDF Table for Teacher with one draw and one cupboard 120cmx60cmx75cm – 1 No. 2) Lap Top Table for student with side partition (8 seating) 880cmx50cmx75cm with one draw with Lock in each seat – 1 No. 3) Lap Top Table for student with side partition (7 seating) 560cmx50cmx75cm with one draw with Lock in each seat – 1 No. 4) Lap Top Table for student 560cmx110cmx75cm (14 seating) with central & side partition, etc",499776.0,358334.0,154707.0,499776.0,147000000.0,Physical Inspection,Completed,1,2024-09-20,2025-11-27,2026-08-02,2025-11-27,433.0,248.0,433.0,43.17396618796988,-203627.0,-56.82603381203012,203627.0,PTA GOVT UP SCHOOL KALARCODE,1,154707.0,154707.0,1,1,100.0,2.0,,,1,None,38.44506723787334,0,23.07,Low,16.3,No material anomaly signal detected.
WS/MP577/2024,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,GAMDI GAME POST FALIYATHI MAKVANA FALIYA NE JODTA RASTA PAR TRAN HAR NALA NU KAM,250000.0,350000.0,748582.0,225200.0,147000000.0,Sanction,Completed,1,2024-09-20,2025-01-08,2026-08-20,2025-11-21,110.0,589.0,427.0,213.88057142857141,398582.0,113.88057142857141,-398582.0,GRAM PANCHAYAT NIMACH,1,748582.0,748582.0,1,1,100.0,3.0,,,2,None,33.01509274607825,8,23.01,Low,16.3,expenditure exceeds effective sanctioned amount
WS/MP347/2024,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri Suresh Kodikunnil,MAVELIKKARA(SC),Normal/Others,"Provide Laptop to Govt.UPS,Nedumoncavu in Kareepra Grama Panchayath",212242.0,904595.0,943191.0,228677.0,172429519.11,Physical Inspection,Completed,1,2024-09-11,2024-09-12,2026-08-05,2025-11-07,1.0,692.0,422.0,104.2666607708422,38596.0,4.266660770842201,-38596.0,JAIN RAJ,1,943191.0,943191.0,1,1,100.0,1.0,,,1,None,32.56775792144481,8,22.74,Low,15.9,expenditure exceeds effective sanctioned amount
WS/MP852/2025,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Abu Taher Khan,MURSHIDABAD,Normal/Others,"""Supply of Hearse Van for Karimpur Anandapally Crematorium under Karimpur-II GP.""",1500000.0,1500000.0,1731974.0,392431.0,147000000.0,Sanction,Completed,1,2024-09-29,2025-07-03,2026-08-23,2026-07-20,277.0,416.0,659.0,115.46493333333333,231974.0,15.464933333333333,-231974.0,MOURIN ENTERPRISE,1,1731974.0,1731974.0,1,1,100.0,3.0,,,2,None,32.4836554948986,8,22.69,Low,15.9,expenditure exceeds effective sanctioned amount
WS/MP18007/2025,Andhra Pradesh,Eluru(DISTRICT COLLECTOR ELURU_IDA),Putta Mahesh Kumar,ELURU,Normal/Others,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,400000.0,400000.0,2436908.0,400000.0,147000000.0,Physical Inspection,Completed,1,2024-08-26,2025-04-28,2026-08-01,2025-12-08,245.0,460.0,469.0,609.227,2036908.0,509.22700000000003,-2036908.0,SAO MANNROW CONSTRUCTIONS PRIVATE LIMITED,1,2436908.0,2436908.0,1,1,100.0,2.0,,,2,None,32.33582434666777,8,22.6,Low,15.8,expenditure exceeds effective sanctioned amount
WS/MP18065/2026,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Const. of New Charitable Dispensary at Baba Balak Puri Charitable Trust Rohtak,,2100000.0,474087.0,,147000000.0,Vendor Identification,,0,2024-11-14,,2026-08-27,,,,,22.57557142857143,-1625913.0,-77.42442857142858,1625913.0,JOGINDER GOVT CONTRACTOR,1,474087.0,474087.0,1,1,100.0,4.0,,,1,None,37.52323636276683,0,22.51,Low,15.6,No material anomaly signal detected.
WS/MP18183/2024,Tamil Nadu,THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA),MURASOLI S,THANJAVUR,Normal/Others,"thillaisanam Panchayat, Construction of New PDS Building,thiruvaiyaru",1350000.0,1349637.0,1348754.0,1348469.0,147000000.0,Physical Inspection,Completed,1,2024-09-26,2024-09-27,2026-08-14,2026-08-25,1.0,686.0,698.0,99.93457500053718,-883.0,-0.06542499946281852,883.0,DHANDAYUTHAPANI K,1,1348754.0,1348754.0,1,1,100.0,1.0,,,0,None,37.460104152391764,0,22.48,Low,15.6,No material anomaly signal detected.
WS/MP18186/2025,Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Sasikanth Senthil,TIRUVALLUR(SC),Normal/Others,"Providing High mast light @ Athipattu Junction road, Koormavilasapuram panchayat in Tiruvalangadu Block .",434216.0,640161.0,1557710.0,888000.0,171500000.0,Physical Inspection,Completed,1,2024-09-19,2025-05-06,2026-07-22,2025-12-22,229.0,442.0,459.0,243.33097455171435,917549.0,143.33097455171432,-917549.0,SARO OVERSEAS PRIVATE LIMITED,1,1557710.0,1557710.0,1,1,100.0,7.0,,,3,Duplicate Payment,19.880197810363875,26,22.33,Low,15.4,expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
WS/MP826/2024,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of drainage (jhora) at Khaptawali Gaon Ref: Rewati Chhetri, Member Mirik Gram Panchayat (9091784652)",452119.0,499500.0,497351.0,386160.0,147000000.0,Work Completed,Completed,1,2024-09-18,2024-12-23,2026-07-26,2026-08-19,96.0,580.0,700.0,99.56976976976976,-2149.0,-0.4302302302302302,2149.0,KRISHNA BARMEY SARKI19,1,497351.0,497351.0,1,1,100.0,1.0,,,1,Delayed Project,27.770093613880952,14,22.26,Low,15.3,project duration is unusually long
WS/MP508/2025,Tamil Nadu,Tirupathur(District Collector Tirupathur_IDA),CN Annadurai,TIRUVANNAMALAI,Normal/Others,Providing High mast light at Tiruppathur ITI main road at Tirupathur Municipality,435000.0,435000.0,445468.0,199030.0,148579509.11,Physical Inspection,Completed,1,2024-08-05,2025-07-02,2026-08-14,2026-08-11,331.0,408.0,736.0,102.40643678160919,10468.0,2.4064367816091954,-10468.0,P RAVEENDRAKUMAR,1,445468.0,445468.0,1,1,100.0,1.0,,,2,Delayed Project,22.313643277120953,22,22.19,Low,15.2,expenditure exceeds effective sanctioned amount; project duration is unusually long
WS/MP18109/2024,Madhya Pradesh,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,Normal/Others,RAMDIH BUS STAND KE PAS,,259942.0,,1157705.0,262724510.35,Physical Inspection,Completed,1,2024-10-30,,,2026-02-17,,,475.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,36.94643466396883,0,22.17,Low,15.2,No material anomaly signal detected.
WS/MP18199/2024,Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),LALJI VERMA,AMBEDKAR NAGAR,Trust and Society,RAM CHARAN RAM AWADH SMARAK INTER COLLEGE BHIKHUPUR AKBARPUR AMBEDKAR NAGAR,500000.0,500000.0,,317532.0,147000000.0,Physical Inspection,Completed,1,2024-09-23,2025-03-22,,2026-03-09,180.0,,532.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,36.8260074527374,0,22.1,Low,15.1,No material anomaly signal detected.
WS/MP431/2026,Haryana,HISAR(DEPUTY COMMISSIONER HISSAR_IDA),Rao Inderjit Singh,GURGAON,Trust and Society,"Completion of 3rd Floor Construction, Yadav Dharmshala, and Installation of Rooftop Solar Power Plant",,1499787.0,,,147000000.0,Sanction,,0,2024-10-23,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,36.53642435937699,0,21.92,Low,14.9,No material anomaly signal detected.
WS/MP18064/2025,Haryana,KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),NAVEEN JINDAL,KURUKSHETRA,Trust and Society,Construction of Boundry wall of Aggarsain Bhawan in Sector 8 Kurukshetra,,1100000.0,1063230.0,262492.0,147000000.0,Time Estimation,Completed,1,2024-11-05,,2026-08-27,2026-03-16,,,496.0,96.65727272727273,-36770.0,-3.3427272727272728,36770.0,The RUDRA CO OP L AND C SOCIETY LTD,1,1063230.0,1063230.0,1,1,100.0,5.0,,,1,None,36.278494549571384,0,21.77,Low,14.7,No material anomaly signal detected.
WS/MP18214/2025,Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),JITENDRA KUMAR DOHARE,ETAWAH(SC),Normal/Others,Block Sandalpur Asvi Chaurahe Ke Pass High Mast Light,,268500.0,1037220.0,270000.0,188747306.26,Vendor Identification,Completed,1,2024-10-29,,2026-07-17,2026-02-16,,,475.0,386.30167597765364,768720.0,286.30167597765364,-768720.0,DHRUV SINGH CONTRACTOR AND SUPPLIER,1,1037220.0,1037220.0,1,1,100.0,3.0,,,3,Duplicate Payment,18.934950533500583,26,21.76,Low,14.7,expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
NA-CONSTRUCTIONOFWATERTANKS,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,Normal/Others,Installation of Arsenic Free Water Tank and others development at different places at Gopalpur I G.P under Haroa Block (SLNo. 48 to 50),850000.0,850000.0,,,49000000.0,,,0,2024-09-05,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,36.20518513275176,0,21.72,Low,14.6,No material anomaly signal detected.
WS/MP577/2026,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,dhanpur game bor chokadii faliya ma samuhik sinchai kuvanu kam,300000.0,300000.0,,,147000000.0,Sanction,,0,2024-09-20,2026-06-30,,,648.0,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,36.065923639247124,0,21.64,Low,14.5,No material anomaly signal detected.
WS/MP485/2025,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Pratima Mondal,JOYNAGAR(SC),Normal/Others,"Installetion of Street Light Shankasahr Melar Math to Belerpar, G.P- Shanksahar",349801.0,349801.0,440458.0,227401.0,147000000.0,Physical Inspection,Completed,1,2024-08-18,2025-05-21,2026-07-07,2026-08-08,276.0,412.0,720.0,125.91673551533586,90657.0,25.916735515335866,-90657.0,Sukanta Enterprise,1,440458.0,440458.0,1,1,100.0,1.0,,,2,Delayed Project,21.202877237381465,22,21.52,Low,14.4,expenditure exceeds effective sanctioned amount; project duration is unusually long
WS/MP632/2026,Kerala,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Anto Antony,PATHANAMTHITTA,Normal/Others,Providing 8 Meter LED Mini Mast Light at Maruthimoodu Colony in Enadimangalam Grama Panchayat (ST),217800.0,217190.0,,,147000000.0,Sanction,,0,2024-09-24,2026-07-04,,,648.0,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,35.70088395144197,0,21.42,Low,14.3,No material anomaly signal detected.
WS/MP579/2025,Gujarat,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,Normal/Others,Vidyanagar- Sardar Patel University Sthit Sanskar Balwadi Khate Balako mate Ramat Gamat na Sadhano,,348500.0,2504137.0,249974.0,147000000.0,Physical Inspection,Completed,1,2024-10-09,,2026-08-27,2026-04-09,,,547.0,718.5472022955523,2155637.0,618.5472022955523,-2155637.0,Gram Panchayat Sarol,1,2504137.0,2504137.0,1,1,100.0,10.0,,,2,None,30.344769756243277,8,21.41,Low,14.3,expenditure exceeds effective sanctioned amount
WS/MP485/2024,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Pratima Mondal,JOYNAGAR(SC),Normal/Others,Construction of Concrete chatalon the field at the near of Shimultala Jame Masjid Under Kanthalberia,599072.0,1100000.0,434369.0,89953.0,147000000.0,Work Completed,Completed,1,2024-08-27,2025-03-06,2026-07-14,2026-08-10,191.0,495.0,713.0,39.488090909090914,-665631.0,-60.511909090909086,665631.0,TANISA ENTERPRISE,1,434369.0,434369.0,1,1,100.0,1.0,,,1,Delayed Project,26.136742993789884,14,21.28,Low,14.1,project duration is unusually long
WS/MP013/2024,Sikkim,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Indra Hang Subba,SIKKIM,Normal/Others,Protective wall at needed locations below Indira Bye pass-Helipad road,3000000.0,5000000.0,,5000000.0,152003923.11,Work Completed,Completed,1,2024-09-27,2025-03-06,,2025-11-06,160.0,,405.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,35.23254313334773,0,21.14,Low,13.9,No material anomaly signal detected.
WS/MP18321/2025,Gujarat,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,Normal/Others,Construction to CC road work from National Highway 8 to Modasia Kadwa Patidar Samajni Wadi near Sahakarijin at Himmatnagar.,500000.0,600000.0,2800000.0,500000.0,147000000.0,Physical Inspection,Completed,1,2024-09-25,2025-04-08,2026-08-25,2026-03-13,195.0,504.0,534.0,466.6666666666667,2200000.0,366.66666666666663,-2200000.0,JORAJINA MUVADA GRAM PANCHAYAT,1,2800000.0,2800000.0,1,1,100.0,6.0,,,2,None,29.279786911398993,8,20.77,Low,13.5,expenditure exceeds effective sanctioned amount
WS/MP18232/2024,Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),HARENDRA SINGH MALIK,MUZAFFARNAGAR,Normal/Others,"gram-jabardastpur urf mantori, vikaskhand-khatauli, tehsil-sadar me arvind ke makan se gaushala marg par inter louking work",1488000.0,986000.0,105478.0,421984.0,147000000.0,Work Completed,Completed,1,2024-09-27,2024-12-18,2026-08-20,2026-05-11,82.0,610.0,591.0,10.697565922920893,-880522.0,-89.30243407707911,880522.0,A P DEVELOPERS,1,105478.0,105478.0,1,1,100.0,2.0,,,1,None,34.08749309830971,0,20.45,Low,13.1,No material anomaly signal detected.
NA-CREMATORIUMS/ENERGYEFFICIENTCREMATORIUMSORSTRUCTURESONBURIAL/CREMATIONGROUND,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,Normal/Others,Development of Chandipur Samsanghat under Chandipur G.P and Baduria Panchayet Samity (SL. No-36).,500000.0,500000.0,,,49000000.0,,,0,2024-09-05,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,34.000751073877574,0,20.4,Low,13.0,No material anomaly signal detected.
WS/MP716/2024,Punjab,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,Normal/Others,Installing Submersible Motor in Makhan Singh s/o Shankar Singh Street,65000.0,400000.0,150000.0,250000.0,159775982.39,Physical Inspection,Completed,1,2024-09-23,2024-11-22,2026-08-26,2026-02-24,60.0,642.0,519.0,37.5,-250000.0,-62.5,250000.0,National Sports and Games,1,150000.0,150000.0,1,1,100.0,1.0,,,0,None,33.9087571343457,0,20.35,Low,12.9,No material anomaly signal detected.
WS/MP585/2025,Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,Normal/Others,"Development of CDEIC centre ( Smart Class, RO with water purifier, Table, Chair, Benches and other Furniture) at Composite Regional Centre for Skill Development, Rehabilitation and Empowerment of persons with Disabilities (CRC) Ahmedabad under Dept. of persons with Disabilities, Ministry of Social Justice and Empowerment",1000000.0,1000000.0,337854.0,,147000000.0,Physical Inspection,Completed,1,2024-09-26,2025-09-03,2026-07-10,2026-05-12,342.0,310.0,593.0,33.785399999999996,-662146.0,-66.2146,662146.0,Gayatri Engineering Company,1,337854.0,337854.0,1,1,100.0,1.0,,,0,None,33.82799846310987,0,20.3,Low,12.9,No material anomaly signal detected.
WS/MP413/2025,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),Normal/Others,"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council and Barauli Municipal Council of Gopalganj district.",,995000.0,2849175.0,1482052.0,147000000.0,Physical Inspection,Completed,1,2024-10-30,,2026-08-08,2026-04-27,,,544.0,286.3492462311558,1854175.0,186.34924623115577,-1854175.0,PRAMOD KUMAR RAY,1,2849175.0,2849175.0,1,1,100.0,4.0,,,2,None,28.112938087057866,8,20.07,Low,12.6,expenditure exceeds effective sanctioned amount
WS/MP643/2024,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,Normal/Others,supply of books for various schools at khandwa district,100000.0,200000.0,150000.0,250000.0,155690684.77,Vendor Identification,Completed,1,2024-09-07,2025-01-06,2025-06-10,2026-04-07,121.0,155.0,577.0,75.0,-50000.0,-25.0,50000.0,Kamdhenu Agency,1,150000.0,150000.0,1,1,100.0,1.0,,,0,None,33.444579996287516,0,20.07,Low,12.6,No material anomaly signal detected.
WS/MP710/2024,Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,Normal/Others,"“Raising and Improvements to the Chalakkara Punnol road, Chalakkara, Mahe, Puducherry”",,3000000.0,,139304.0,209368972.11,Physical Inspection,Completed,1,2024-10-08,,,2025-12-04,,,422.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,33.36223791474549,0,20.02,Low,12.5,No material anomaly signal detected.
WS/MP18183/2025,Tamil Nadu,THIRUVARUR(DISTRICT COLLECTOR THIRUVARUR_IDA),MURASOLI S,THANJAVUR,Normal/Others,"Construction of New PDS Building Near Panchayat Council Office in Kannur Annavasal Panchayat ,needamangalam",1329811.0,1329811.0,1376083.0,499105.0,147000000.0,Physical Inspection,Completed,1,2024-09-25,2025-07-30,2026-08-25,2026-05-12,308.0,391.0,594.0,103.47959221272798,46272.0,3.479592212727974,-46272.0,KARTHIK P,1,1376083.0,1376083.0,1,1,100.0,2.0,,,2,None,27.490604600944224,8,19.69,Low,12.1,expenditure exceeds effective sanctioned amount
WS/MP18224/2024,Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),RAMESH AWASTHI,KANPUR,Normal/Others,Installation of 26 semi high mast light at 9.5 meter poll (4x200watt) at different places in Kanpur Nagar according to letter attached.,3831541.0,3831541.0,,3831541.0,147000000.0,Physical Inspection,Completed,1,2024-09-17,2024-10-09,,2025-09-12,22.0,,360.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,32.76706000823788,0,19.66,Low,12.1,No material anomaly signal detected.
WS/MP243/2024,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Repair and Renovation,Highmast light,412911.0,999911.0,,994791.0,147000000.0,Physical Inspection,Completed,1,2024-09-15,2025-01-08,,2026-02-19,115.0,,522.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,32.73261448886733,0,19.64,Low,12.0,No material anomaly signal detected.
WS/MP691/2024,Maharashtra,JALGAON(DISTRICT COLLECTOR JALGAON_IDA),Smt Raksha Nikhil Khadse,RAVER,Normal/Others,Mauje Bodwad Bodwad District Seating Arrangment at various places for inner city citizens in Jalgaon.,2999928.0,2999928.0,,2974718.0,153112586.11,Physical Inspection,Completed,1,2024-09-09,2024-09-09,,2024-09-11,0.0,,2.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,32.668883562963174,0,19.6,Low,12.0,No material anomaly signal detected.
WS/MP405/2025,Andhra Pradesh,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Balashowry Vallabbhaneni,MACHILIPATNAM,Normal/Others,"Purchase of Real time micro PCR system for cancer van at GGH, Machilipatnam",896000.0,381000.0,967831.0,243215.0,147000000.0,Vendor Identification,Completed,1,2024-09-10,2025-12-11,2026-08-13,2026-03-20,457.0,245.0,556.0,254.0238845144357,586831.0,154.0238845144357,-586831.0,venkateswara rao ganesana,1,967831.0,967831.0,1,1,100.0,2.0,,,2,None,26.679262637409394,8,19.21,Low,11.5,expenditure exceeds effective sanctioned amount
NA-CONSTRUCTIONOFBUILDINGSFORCOMMUNITYCULTURALACTIVITIES,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,bavka game sarve number 454 ma samajghar nu kam,2500000.0,2500000.0,,,147000000.0,,,0,2024-09-20,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,31.96045011037724,0,19.18,Low,11.5,No material anomaly signal detected.
